Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,20,20,true,1,5,12,2,4,2,15,8,15,11,12,6,1,13,8,6,10,10,5,8,13,9,12,12,14,10,2,9,6,4,6,7,8,9,15,3,10,15,10,9,2,14,14,3,13,12,12,15,15,10,8,7,12,5,11,5,14,11,15,12,13,5,15,11,4,6,15,2,7,9,10,15,14,15,9,15,12,1,4,2,9,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,6,10,
1,20,5,10,
2,19,5,11,
3,19,7,11,
4,18,7,12,
5,18,8,12,
6,18,8,12,
7,18,8,12,
8,18,8,12,
9,18,8,12,
10,18,8,12,
11,18,8,12,
12,18,8,12,
13,18,8,12,
14,18,8,12,
15,18,8,12,
16,18,8,12,
17,18,8,12,
18,18,8,12,
19,18,8,12,
20,18,8,12,
21,18,8,12,
22,18,8,12,
23,18,8,12,
24,18,8,12,
25,18,8,12,
26,18,8,12,
27,18,8,12,
28,18,8,12,
29,18,8,12,
30,18,8,12,
31,18,8,12,
32,18,8,12,
33,18,8,12,
34,18,8,12,
35,18,8,12,
36,18,8,12,
37,18,8,12,
38,18,8,12,
39,18,8,12,
40,18,8,12,
41,18,8,12,
42,18,8,12,
43,18,8,12,
44,18,8,12,
45,18,8,12,
46,18,8,12,
47,18,8,12,
48,18,8,12,
49,18,8,12,
50,18,8,12,
