Time Steps,X-bound,Y-bound,# Agents,# Predators,# Obstacles,# Energies,Seek Energy?,Agent Choice?,Obstacle 1 X-Pos,Obstacle 1 Y-Pos,Obstacle 2 X-Pos,Obstacle 2 Y-Pos,Obstacle 3 X-Pos,Obstacle 3 Y-Pos,Obstacle 4 X-Pos,Obstacle 4 Y-Pos,Obstacle 5 X-Pos,Obstacle 5 Y-Pos,Obstacle 6 X-Pos,Obstacle 6 Y-Pos,Obstacle 7 X-Pos,Obstacle 7 Y-Pos,Obstacle 8 X-Pos,Obstacle 8 Y-Pos,Obstacle 9 X-Pos,Obstacle 9 Y-Pos,Obstacle 10 X-Pos,Obstacle 10 Y-Pos,Obstacle 11 X-Pos,Obstacle 11 Y-Pos,Obstacle 12 X-Pos,Obstacle 12 Y-Pos,Obstacle 13 X-Pos,Obstacle 13 Y-Pos,Obstacle 14 X-Pos,Obstacle 14 Y-Pos,Obstacle 15 X-Pos,Obstacle 15 Y-Pos,Obstacle 16 X-Pos,Obstacle 16 Y-Pos,Obstacle 17 X-Pos,Obstacle 17 Y-Pos,Obstacle 18 X-Pos,Obstacle 18 Y-Pos,Obstacle 19 X-Pos,Obstacle 19 Y-Pos,Obstacle 20 X-Pos,Obstacle 20 Y-Pos,Energy 1 X-Pos,Energy 1 Y-Pos,Energy 2 X-Pos,Energy 2 Y-Pos,Energy 3 X-Pos,Energy 3 Y-Pos,Energy 4 X-Pos,Energy 4 Y-Pos,Energy 5 X-Pos,Energy 5 Y-Pos,Energy 6 X-Pos,Energy 6 Y-Pos,Energy 7 X-Pos,Energy 7 Y-Pos,Energy 8 X-Pos,Energy 8 Y-Pos,Energy 9 X-Pos,Energy 9 Y-Pos,Energy 10 X-Pos,Energy 10 Y-Pos,Energy 11 X-Pos,Energy 11 Y-Pos,Energy 12 X-Pos,Energy 12 Y-Pos,Energy 13 X-Pos,Energy 13 Y-Pos,Energy 14 X-Pos,Energy 14 Y-Pos,Energy 15 X-Pos,Energy 15 Y-Pos,Energy 16 X-Pos,Energy 16 Y-Pos,Energy 17 X-Pos,Energy 17 Y-Pos,Energy 18 X-Pos,Energy 18 Y-Pos,Energy 19 X-Pos,Energy 19 Y-Pos,Energy 20 X-Pos,Energy 20 Y-Pos,
50,15,15,1,0,20,20,true,1,9,7,14,14,2,8,11,6,15,11,7,3,4,14,3,13,13,7,9,3,11,13,1,6,1,8,11,5,6,5,6,7,12,11,5,5,4,8,10,3,3,8,13,14,2,11,10,13,7,14,15,13,4,11,1,2,6,13,15,8,12,5,2,7,14,8,4,15,15,14,13,9,7,1,5,11,3,4,3,6,
Time Step,# Energies Remaining,Agent 1 X-Pos,Agent 1 Y-Pos,
0,20,5,11,
1,19,4,11,
2,18,2,11,
3,18,3,11,
4,17,3,8,
5,17,3,8,
6,17,3,8,
7,17,3,8,
8,17,3,8,
9,17,3,8,
10,17,3,8,
11,17,3,8,
12,17,3,8,
13,17,3,8,
14,17,3,8,
15,17,3,8,
16,17,3,8,
17,17,3,8,
18,17,3,8,
19,17,3,8,
20,17,3,8,
21,17,3,8,
22,17,3,8,
23,17,3,8,
24,17,3,8,
25,17,3,8,
26,17,3,8,
27,17,3,8,
28,17,3,8,
29,17,3,8,
30,17,3,8,
31,17,3,8,
32,17,3,8,
33,17,3,8,
34,17,3,8,
35,17,3,8,
36,17,3,8,
37,17,3,8,
38,17,3,8,
39,17,3,8,
40,17,3,8,
41,17,3,8,
42,17,3,8,
43,17,3,8,
44,17,3,8,
45,17,3,8,
46,17,3,8,
47,17,3,8,
48,17,3,8,
49,17,3,8,
50,17,3,8,
